yyyy-mm,departure_port,arrival_port,route,nonimal_fare_(AUD),real_fare_(AUD)
2017-Oct,Sunshine Coast,Sydney,Sunshine Coast - Sydney,168,204
2017-Oct,Melbourne,Gold Coast,Melbourne - Gold Coast,238,289
2017-Oct,Melbourne,Mildura,Melbourne - Mildura,228,277
2017-Oct,Melbourne,Perth,Melbourne - Perth,328,398
2017-Oct,Melbourne,Sydney,Melbourne - Sydney,138,168
2017-Oct,Melbourne,Newcastle,Melbourne - Newcastle,154,187
2017-Oct,Paraburdoo,Perth,Paraburdoo - Perth,644,782
2017-Oct,Perth,Newman,Perth - Newman,630,765
2017-Oct,Perth,Port Hedland,Perth - Port Hedland,723,878
2017-Oct,Perth,Sydney,Perth - Sydney,368,447
2017-Oct,Port Macquarie,Sydney,Port Macquarie - Sydney,256,311
2017-Oct,Sydney,Tamworth,Sydney - Tamworth,250,304
2017-Oct,Sydney,Townsville,Sydney - Townsville,288,350
2017-Oct,Sydney,Wagga Wagga,Sydney - Wagga Wagga,304,369
2017-Oct,Newcastle,Gold Coast,Newcastle - Gold Coast,204,248
2017-Nov,Adelaide,Alice Springs,Adelaide - Alice Springs,504,612
2017-Nov,Adelaide,Brisbane,Adelaide - Brisbane,188,228
2017-Nov,Adelaide,Canberra,Adelaide - Canberra,484,588
2017-Nov,Adelaide,Darwin,Adelaide - Darwin,418,508
2017-Nov,Adelaide,Gold Coast,Adelaide - Gold Coast,274,333
2017-Nov,Adelaide,Melbourne,Adelaide - Melbourne,124,151
2017-Nov,Adelaide,Perth,Adelaide - Perth,490,595
2017-Nov,Adelaide,Port Lincoln,Adelaide - Port Lincoln,266,323
2017-Nov,Adelaide,Sydney,Adelaide - Sydney,168,204
2017-Nov,Albury,Sydney,Albury - Sydney,254,308
2017-Nov,Armidale,Sydney,Armidale - Sydney,281,341
2017-Nov,Avalon,Sydney,Avalon - Sydney,98,119
2017-Nov,Ayers Rock,Sydney,Ayers Rock - Sydney,530,644
2017-Nov,Ballina,Sydney,Ballina - Sydney,160,194
2017-Nov,Brisbane,Cairns,Brisbane - Cairns,164,199
2017-Nov,Brisbane,Canberra,Brisbane - Canberra,402,488
2017-Nov,Brisbane,Darwin,Brisbane - Darwin,508,617
2017-Nov,Brisbane,Emerald,Brisbane - Emerald,397,482
2017-Nov,Brisbane,Gladstone,Brisbane - Gladstone,278,338
2017-Nov,Brisbane,Hamilton Island,Brisbane - Hamilton Island,371,450
2017-Nov,Brisbane,Hobart,Brisbane - Hobart,340,413
2017-Nov,Brisbane,Mackay,Brisbane - Mackay,168,204
2017-Nov,Brisbane,Melbourne,Brisbane - Melbourne,168,204
2017-Nov,Brisbane,Moranbah,Brisbane - Moranbah,707,858
2017-Nov,Brisbane,Mount Isa,Brisbane - Mount Isa,825,1002
2017-Nov,Brisbane,Perth,Brisbane - Perth,599,727
2017-Nov,Brisbane,Proserpine,Brisbane - Proserpine,134,163
2017-Nov,Brisbane,Rockhampton,Brisbane - Rockhampton,315,382
2017-Nov,Brisbane,Sydney,Brisbane - Sydney,140,170
2017-Nov,Brisbane,Townsville,Brisbane - Townsville,198,240
2017-Nov,Brisbane,Newcastle,Brisbane - Newcastle,128,155
2017-Nov,Broome,Perth,Broome - Perth,524,636
2017-Nov,Bundaberg,Brisbane,Bundaberg - Brisbane,256,311
2017-Nov,Cairns,Gold Coast,Cairns - Gold Coast,264,321
2017-Nov,Cairns,Melbourne,Cairns - Melbourne,280,340
2017-Nov,Cairns,Sydney,Cairns - Sydney,328,398
2017-Nov,Cairns,Townsville,Cairns - Townsville,278,338
2017-Nov,Canberra,Melbourne,Canberra - Melbourne,359,436
2017-Nov,Canberra,Sydney,Canberra - Sydney,276,335
2017-Nov,Coffs Harbour,Sydney,Coffs Harbour - Sydney,160,194
2017-Nov,Darwin,Melbourne,Darwin - Melbourne,408,495
2017-Nov,Darwin,Perth,Darwin - Perth,733,890
2017-Nov,Darwin,Sydney,Darwin - Sydney,374,454
2017-Nov,Devonport,Melbourne,Devonport - Melbourne,338,410
2017-Nov,Dubbo,Sydney,Dubbo - Sydney,306,372
2017-Nov,Geraldton,Perth,Geraldton - Perth,396,481
2017-Nov,Gold Coast,Sydney,Gold Coast - Sydney,108,131
2017-Nov,Hamilton Island,Sydney,Hamilton Island - Sydney,274,333
2017-Nov,Hobart,Melbourne,Hobart - Melbourne,120,146
2017-Nov,Hobart,Sydney,Hobart - Sydney,268,325
2017-Nov,Kalgoorlie,Perth,Kalgoorlie - Perth,510,619
2017-Nov,Karratha,Perth,Karratha - Perth,650,789
2017-Nov,Launceston,Melbourne,Launceston - Melbourne,118,143
2017-Nov,Launceston,Sydney,Launceston - Sydney,210,255
2017-Nov,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,284,345
2017-Nov,Sunshine Coast,Sydney,Sunshine Coast - Sydney,168,204
2017-Nov,Melbourne,Gold Coast,Melbourne - Gold Coast,168,204
2017-Nov,Melbourne,Mildura,Melbourne - Mildura,238,289
2017-Nov,Melbourne,Perth,Melbourne - Perth,358,435
2017-Nov,Melbourne,Sydney,Melbourne - Sydney,128,155
2017-Nov,Melbourne,Newcastle,Melbourne - Newcastle,180,219
2017-Nov,Paraburdoo,Perth,Paraburdoo - Perth,644,782
2017-Nov,Perth,Newman,Perth - Newman,630,765
2017-Nov,Perth,Port Hedland,Perth - Port Hedland,723,878
2017-Nov,Perth,Sydney,Perth - Sydney,450,546
2017-Nov,Port Macquarie,Sydney,Port Macquarie - Sydney,274,333
2017-Nov,Sydney,Tamworth,Sydney - Tamworth,252,306
2017-Nov,Sydney,Townsville,Sydney - Townsville,248,301
2017-Nov,Sydney,Wagga Wagga,Sydney - Wagga Wagga,308,374
2017-Nov,Newcastle,Gold Coast,Newcastle - Gold Coast,140,170
2017-May,Adelaide,Alice Springs,Adelaide - Alice Springs,438,539
2017-May,Adelaide,Brisbane,Adelaide - Brisbane,180,221
2017-May,Adelaide,Canberra,Adelaide - Canberra,438,539
2017-May,Adelaide,Darwin,Adelaide - Darwin,404,497
2017-May,Adelaide,Gold Coast,Adelaide - Gold Coast,248,305
2017-May,Adelaide,Melbourne,Adelaide - Melbourne,130,160
2017-May,Adelaide,Perth,Adelaide - Perth,298,366
2017-May,Adelaide,Port Lincoln,Adelaide - Port Lincoln,263,324
2017-May,Adelaide,Sydney,Adelaide - Sydney,194,239
2017-May,Albury,Sydney,Albury - Sydney,248,305
2017-May,Armidale,Sydney,Armidale - Sydney,265,326
2017-May,Avalon,Sydney,Avalon - Sydney,208,256
2017-May,Ayers Rock,Sydney,Ayers Rock - Sydney,424,521
2017-May,Ballina,Sydney,Ballina - Sydney,140,172
2017-May,Brisbane,Cairns,Brisbane - Cairns,218,268
2017-May,Brisbane,Canberra,Brisbane - Canberra,390,480
2017-May,Brisbane,Darwin,Brisbane - Darwin,218,268
2017-May,Brisbane,Emerald,Brisbane - Emerald,306,376
2017-May,Brisbane,Gladstone,Brisbane - Gladstone,260,320
2017-May,Brisbane,Hamilton Island,Brisbane - Hamilton Island,250,307
2017-May,Brisbane,Hobart,Brisbane - Hobart,294,362
2017-May,Brisbane,Mackay,Brisbane - Mackay,168,207
2017-May,Brisbane,Melbourne,Brisbane - Melbourne,178,219
2017-May,Brisbane,Moranbah,Brisbane - Moranbah,509,626
2017-May,Brisbane,Mount Isa,Brisbane - Mount Isa,729,896
2017-May,Brisbane,Perth,Brisbane - Perth,528,649
2017-May,Brisbane,Proserpine,Brisbane - Proserpine,160,197
2017-May,Brisbane,Rockhampton,Brisbane - Rockhampton,222,273
2017-May,Brisbane,Sydney,Brisbane - Sydney,150,184
2017-May,Brisbane,Townsville,Brisbane - Townsville,290,357
2017-May,Brisbane,Newcastle,Brisbane - Newcastle,144,177
2017-May,Broome,Perth,Broome - Perth,594,730
2017-May,Bundaberg,Brisbane,Bundaberg - Brisbane,258,317
2017-May,Cairns,Gold Coast,Cairns - Gold Coast,324,398
2017-May,Cairns,Melbourne,Cairns - Melbourne,324,398
2017-May,Cairns,Sydney,Cairns - Sydney,224,275
2017-May,Cairns,Townsville,Cairns - Townsville,272,334
2017-May,Canberra,Melbourne,Canberra - Melbourne,350,430
2017-May,Canberra,Sydney,Canberra - Sydney,230,283
2017-May,Coffs Harbour,Sydney,Coffs Harbour - Sydney,160,197
2017-May,Darwin,Melbourne,Darwin - Melbourne,448,551
2017-May,Darwin,Perth,Darwin - Perth,668,821
2017-May,Darwin,Sydney,Darwin - Sydney,544,669
2017-May,Devonport,Melbourne,Devonport - Melbourne,330,406
2017-May,Dubbo,Sydney,Dubbo - Sydney,300,369
2017-May,Geraldton,Perth,Geraldton - Perth,358,440
2017-May,Gold Coast,Sydney,Gold Coast - Sydney,118,145
2017-May,Hamilton Island,Sydney,Hamilton Island - Sydney,280,344
2017-May,Hobart,Melbourne,Hobart - Melbourne,134,165
2017-May,Hobart,Sydney,Hobart - Sydney,274,337
2017-May,Kalgoorlie,Perth,Kalgoorlie - Perth,580,713
2017-May,Karratha,Perth,Karratha - Perth,638,784
2017-May,Launceston,Melbourne,Launceston - Melbourne,104,128
2017-May,Launceston,Sydney,Launceston - Sydney,128,157
2017-May,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,298,366
2017-May,Sunshine Coast,Sydney,Sunshine Coast - Sydney,194,239
2017-May,Melbourne,Gold Coast,Melbourne - Gold Coast,168,207
2017-May,Melbourne,Mildura,Melbourne - Mildura,240,295
2017-May,Melbourne,Perth,Melbourne - Perth,314,386
2017-May,Melbourne,Sydney,Melbourne - Sydney,208,256
2017-May,Melbourne,Newcastle,Melbourne - Newcastle,244,300
2017-May,Paraburdoo,Perth,Paraburdoo - Perth,644,792
2017-May,Perth,Newman,Perth - Newman,618,760
2017-May,Perth,Port Hedland,Perth - Port Hedland,714,878
2017-May,Perth,Sydney,Perth - Sydney,328,403
2017-May,Port Macquarie,Sydney,Port Macquarie - Sydney,258,317
2017-May,Sydney,Tamworth,Sydney - Tamworth,231,284
2017-May,Sydney,Townsville,Sydney - Townsville,278,342
2017-May,Sydney,Wagga Wagga,Sydney - Wagga Wagga,300,368
2017-May,Newcastle,Gold Coast,Newcastle - Gold Coast,160,197
2017-Mar,Adelaide,Brisbane,Adelaide - Brisbane,268,330
2017-Mar,Adelaide,Canberra,Adelaide - Canberra,473,583
2017-Mar,Adelaide,Darwin,Adelaide - Darwin,504,621
2017-Mar,Adelaide,Gold Coast,Adelaide - Gold Coast,248,306
2017-Mar,Adelaide,Melbourne,Adelaide - Melbourne,174,214
2017-Mar,Adelaide,Perth,Adelaide - Perth,458,564
2017-Mar,Adelaide,Port Lincoln,Adelaide - Port Lincoln,286,352
2017-Mar,Adelaide,Sydney,Adelaide - Sydney,185,228
2017-Mar,Albury,Sydney,Albury - Sydney,258,318
2017-Mar,Alice Springs,Darwin,Alice Springs - Darwin,721,888
2017-Mar,Armidale,Sydney,Armidale - Sydney,265,327
2017-Mar,Avalon,Sydney,Avalon - Sydney,178,219
2017-Mar,Ayers Rock,Sydney,Ayers Rock - Sydney,634,781
2017-Mar,Ballina,Sydney,Ballina - Sydney,264,325
2017-Mar,Brisbane,Cairns,Brisbane - Cairns,208,256
2017-Mar,Brisbane,Canberra,Brisbane - Canberra,491,605
2017-Mar,Brisbane,Darwin,Brisbane - Darwin,444,547
2017-Mar,Brisbane,Emerald,Brisbane - Emerald,370,456
2017-Mar,Brisbane,Gladstone,Brisbane - Gladstone,260,320
2017-Mar,Brisbane,Hamilton Island,Brisbane - Hamilton Island,340,419
2017-Mar,Brisbane,Hobart,Brisbane - Hobart,488,601
2017-Mar,Brisbane,Mackay,Brisbane - Mackay,174,214
2017-Mar,Brisbane,Melbourne,Brisbane - Melbourne,278,342
2017-Mar,Brisbane,Moranbah,Brisbane - Moranbah,521,642
2017-Mar,Brisbane,Mount Isa,Brisbane - Mount Isa,799,984
2017-Mar,Brisbane,Perth,Brisbane - Perth,688,847
2017-Mar,Brisbane,Proserpine,Brisbane - Proserpine,150,185
2017-Mar,Brisbane,Rockhampton,Brisbane - Rockhampton,246,303
2017-Mar,Brisbane,Roma,Brisbane - Roma,584,719
2017-Mar,Brisbane,Sydney,Brisbane - Sydney,258,318
2017-Mar,Brisbane,Townsville,Brisbane - Townsville,284,350
2017-Mar,Brisbane,Newcastle,Brisbane - Newcastle,138,170
2017-Mar,Broome,Perth,Broome - Perth,649,799
2017-Mar,Bundaberg,Brisbane,Bundaberg - Brisbane,264,325
2017-Mar,Cairns,Gold Coast,Cairns - Gold Coast,264,325
2017-Mar,Cairns,Melbourne,Cairns - Melbourne,438,540
2017-Mar,Cairns,Sydney,Cairns - Sydney,414,510
2017-Mar,Cairns,Townsville,Cairns - Townsville,272,335
2017-Mar,Canberra,Melbourne,Canberra - Melbourne,350,431
2017-Mar,Canberra,Sydney,Canberra - Sydney,270,333
2017-Mar,Coffs Harbour,Sydney,Coffs Harbour - Sydney,238,293
2017-Mar,Darwin,Melbourne,Darwin - Melbourne,683,841
2017-Mar,Darwin,Perth,Darwin - Perth,668,823
2017-Mar,Darwin,Sydney,Darwin - Sydney,498,613
2017-Mar,Devonport,Melbourne,Devonport - Melbourne,427,526
2017-Mar,Dubbo,Sydney,Dubbo - Sydney,300,369
2017-Mar,Gold Coast,Sydney,Gold Coast - Sydney,230,283
2017-Mar,Hamilton Island,Sydney,Hamilton Island - Sydney,480,591
2017-Mar,Hobart,Melbourne,Hobart - Melbourne,214,264
2017-Mar,Hobart,Sydney,Hobart - Sydney,407,501
2017-Mar,Kalgoorlie,Perth,Kalgoorlie - Perth,544,670
2017-Mar,Karratha,Perth,Karratha - Perth,638,786
2017-Mar,Launceston,Melbourne,Launceston - Melbourne,194,239
2017-Mar,Launceston,Sydney,Launceston - Sydney,348,429
2017-Mar,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,368,453
2017-Mar,Sunshine Coast,Sydney,Sunshine Coast - Sydney,298,367
2017-Mar,Melbourne,Gold Coast,Melbourne - Gold Coast,198,244
2017-Mar,Melbourne,Mildura,Melbourne - Mildura,240,296
2017-Mar,Melbourne,Perth,Melbourne - Perth,338,416
2017-Mar,Melbourne,Sydney,Melbourne - Sydney,204,251
2017-Mar,Melbourne,Newcastle,Melbourne - Newcastle,150,185
2017-Mar,Paraburdoo,Perth,Paraburdoo - Perth,644,793
2017-Mar,Perth,Newman,Perth - Newman,618,761
2017-Mar,Perth,Port Hedland,Perth - Port Hedland,751,925
2017-Mar,Perth,Sydney,Perth - Sydney,568,700
2017-Mar,Port Macquarie,Sydney,Port Macquarie - Sydney,346,426
2017-Mar,Sydney,Tamworth,Sydney - Tamworth,222,273
2017-Mar,Sydney,Townsville,Sydney - Townsville,324,399
2017-Mar,Sydney,Wagga Wagga,Sydney - Wagga Wagga,297,366
2017-Mar,Newcastle,Gold Coast,Newcastle - Gold Coast,244,301
2017-Jun,Adelaide,Alice Springs,Adelaide - Alice Springs,470,578
2017-Jun,Adelaide,Brisbane,Adelaide - Brisbane,190,234
2017-Jun,Adelaide,Canberra,Adelaide - Canberra,438,539
2017-Jun,Adelaide,Darwin,Adelaide - Darwin,758,932
2017-Jun,Adelaide,Gold Coast,Adelaide - Gold Coast,324,398
2017-Jun,Adelaide,Melbourne,Adelaide - Melbourne,110,135
2017-Jun,Adelaide,Perth,Adelaide - Perth,328,403
2017-Jun,Adelaide,Port Lincoln,Adelaide - Port Lincoln,263,324
2017-Jun,Adelaide,Sydney,Adelaide - Sydney,138,170
2017-Jun,Albury,Sydney,Albury - Sydney,248,305
2017-Jun,Armidale,Sydney,Armidale - Sydney,265,326
2017-Jun,Avalon,Sydney,Avalon - Sydney,108,133
2017-Jun,Ayers Rock,Sydney,Ayers Rock - Sydney,564,693
2017-Jun,Ballina,Sydney,Ballina - Sydney,120,148
2017-Jun,Brisbane,Cairns,Brisbane - Cairns,218,268
2017-Jun,Brisbane,Canberra,Brisbane - Canberra,390,480
2017-Jun,Brisbane,Darwin,Brisbane - Darwin,384,472
2017-Jun,Brisbane,Emerald,Brisbane - Emerald,335,412
2017-Jun,Brisbane,Gladstone,Brisbane - Gladstone,260,320
2017-Jun,Brisbane,Hamilton Island,Brisbane - Hamilton Island,244,300
2017-Jun,Brisbane,Hobart,Brisbane - Hobart,364,448
2017-Jun,Brisbane,Mackay,Brisbane - Mackay,178,219
2017-Jun,Brisbane,Melbourne,Brisbane - Melbourne,178,219
2017-Jun,Brisbane,Moranbah,Brisbane - Moranbah,434,534
2017-Jun,Brisbane,Mount Isa,Brisbane - Mount Isa,759,933
2017-Jun,Brisbane,Perth,Brisbane - Perth,598,735
2017-Jun,Brisbane,Proserpine,Brisbane - Proserpine,218,268
2017-Jun,Brisbane,Rockhampton,Brisbane - Rockhampton,226,278
2017-Jun,Brisbane,Sydney,Brisbane - Sydney,140,172
2017-Jun,Brisbane,Townsville,Brisbane - Townsville,330,406
2017-Jun,Brisbane,Newcastle,Brisbane - Newcastle,128,157
2017-Jun,Broome,Perth,Broome - Perth,648,797
2017-Jun,Bundaberg,Brisbane,Bundaberg - Brisbane,238,293
2017-Jun,Cairns,Gold Coast,Cairns - Gold Coast,234,288
2017-Jun,Cairns,Melbourne,Cairns - Melbourne,298,366
2017-Jun,Cairns,Sydney,Cairns - Sydney,248,305
2017-Jun,Cairns,Townsville,Cairns - Townsville,279,343
2017-Jun,Canberra,Melbourne,Canberra - Melbourne,310,381
2017-Jun,Canberra,Sydney,Canberra - Sydney,230,283
2017-Jun,Coffs Harbour,Sydney,Coffs Harbour - Sydney,140,172
2017-Jun,Darwin,Melbourne,Darwin - Melbourne,528,649
2017-Jun,Darwin,Perth,Darwin - Perth,638,784
2017-Jun,Darwin,Sydney,Darwin - Sydney,440,541
2017-Jun,Devonport,Melbourne,Devonport - Melbourne,306,376
2017-Jun,Dubbo,Sydney,Dubbo - Sydney,300,369
2017-Jun,Geraldton,Perth,Geraldton - Perth,308,379
2017-Jun,Gold Coast,Sydney,Gold Coast - Sydney,98,121
2017-Jun,Hamilton Island,Sydney,Hamilton Island - Sydney,280,344
2017-Jun,Hobart,Melbourne,Hobart - Melbourne,108,133
2017-Jun,Hobart,Sydney,Hobart - Sydney,178,219
2017-Jun,Kalgoorlie,Perth,Kalgoorlie - Perth,494,607
2017-Jun,Karratha,Perth,Karratha - Perth,548,674
2017-Jun,Launceston,Melbourne,Launceston - Melbourne,110,135
2017-Jun,Launceston,Sydney,Launceston - Sydney,128,157
2017-Jun,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,218,268
2017-Jun,Sunshine Coast,Sydney,Sunshine Coast - Sydney,148,182
2017-Jun,Melbourne,Gold Coast,Melbourne - Gold Coast,208,256
2017-Jun,Melbourne,Mildura,Melbourne - Mildura,222,273
2017-Jun,Melbourne,Perth,Melbourne - Perth,338,416
2017-Jun,Melbourne,Sydney,Melbourne - Sydney,138,170
2017-Jun,Melbourne,Newcastle,Melbourne - Newcastle,130,160
2017-Jun,Paraburdoo,Perth,Paraburdoo - Perth,644,792
2017-Jun,Perth,Newman,Perth - Newman,528,649
2017-Jun,Perth,Port Hedland,Perth - Port Hedland,714,878
2017-Jun,Perth,Sydney,Perth - Sydney,418,514
2017-Jun,Port Macquarie,Sydney,Port Macquarie - Sydney,198,243
2017-Jun,Sydney,Tamworth,Sydney - Tamworth,239,294
2017-Jun,Sydney,Townsville,Sydney - Townsville,418,514
2017-Jun,Sydney,Wagga Wagga,Sydney - Wagga Wagga,300,368
2017-Jun,Newcastle,Gold Coast,Newcastle - Gold Coast,204,251
2017-Jul,Adelaide,Alice Springs,Adelaide - Alice Springs,470,574
2017-Jul,Adelaide,Brisbane,Adelaide - Brisbane,170,208
2017-Jul,Adelaide,Canberra,Adelaide - Canberra,444,542
2017-Jul,Adelaide,Darwin,Adelaide - Darwin,468,572
2017-Jul,Adelaide,Gold Coast,Adelaide - Gold Coast,288,352
2017-Jul,Adelaide,Melbourne,Adelaide - Melbourne,110,134
2017-Jul,Adelaide,Perth,Adelaide - Perth,308,376
2017-Jul,Adelaide,Port Lincoln,Adelaide - Port Lincoln,263,322
2017-Jul,Adelaide,Sydney,Adelaide - Sydney,138,169
2017-Jul,Albury,Sydney,Albury - Sydney,251,307
2017-Jul,Armidale,Sydney,Armidale - Sydney,265,324
2017-Jul,Avalon,Sydney,Avalon - Sydney,108,132
2017-Jul,Ayers Rock,Sydney,Ayers Rock - Sydney,478,584
2017-Jul,Ballina,Sydney,Ballina - Sydney,130,159
2017-Jul,Brisbane,Cairns,Brisbane - Cairns,208,254
2017-Jul,Brisbane,Canberra,Brisbane - Canberra,396,484
2017-Jul,Brisbane,Darwin,Brisbane - Darwin,218,266
2017-Jul,Brisbane,Emerald,Brisbane - Emerald,341,417
2017-Jul,Brisbane,Gladstone,Brisbane - Gladstone,266,325
2017-Jul,Brisbane,Hamilton Island,Brisbane - Hamilton Island,654,799
2017-Jul,Brisbane,Hobart,Brisbane - Hobart,384,469
2017-Jul,Brisbane,Mackay,Brisbane - Mackay,168,205
2017-Jul,Brisbane,Melbourne,Brisbane - Melbourne,188,230
2017-Jul,Brisbane,Moranbah,Brisbane - Moranbah,440,538
2017-Jul,Brisbane,Mount Isa,Brisbane - Mount Isa,765,935
2017-Jul,Brisbane,Perth,Brisbane - Perth,458,560
2017-Jul,Brisbane,Proserpine,Brisbane - Proserpine,211,258
2017-Jul,Brisbane,Rockhampton,Brisbane - Rockhampton,229,280
2017-Jul,Brisbane,Sydney,Brisbane - Sydney,120,147
2017-Jul,Brisbane,Townsville,Brisbane - Townsville,310,379
2017-Jul,Brisbane,Newcastle,Brisbane - Newcastle,128,156
2017-Jul,Broome,Perth,Broome - Perth,822,1004
2017-Jul,Bundaberg,Brisbane,Bundaberg - Brisbane,244,298
2017-Jul,Cairns,Gold Coast,Cairns - Gold Coast,234,286
2017-Jul,Cairns,Melbourne,Cairns - Melbourne,398,486
2017-Jul,Cairns,Sydney,Cairns - Sydney,248,303
2017-Jul,Cairns,Townsville,Cairns - Townsville,280,342
2017-Jul,Canberra,Melbourne,Canberra - Melbourne,323,395
2017-Jul,Canberra,Sydney,Canberra - Sydney,238,291
2017-Jul,Coffs Harbour,Sydney,Coffs Harbour - Sydney,104,127
2017-Jul,Darwin,Melbourne,Darwin - Melbourne,578,706
2017-Jul,Darwin,Perth,Darwin - Perth,740,904
2017-Jul,Darwin,Sydney,Darwin - Sydney,518,633
2017-Jul,Devonport,Melbourne,Devonport - Melbourne,310,379
2017-Jul,Dubbo,Sydney,Dubbo - Sydney,300,366
2017-Jul,Geraldton,Perth,Geraldton - Perth,390,477
2017-Jul,Gold Coast,Sydney,Gold Coast - Sydney,100,122
2017-Jul,Hamilton Island,Sydney,Hamilton Island - Sydney,270,330
2017-Jul,Hobart,Melbourne,Hobart - Melbourne,100,122
2017-Jul,Hobart,Sydney,Hobart - Sydney,174,213
2017-Jul,Kalgoorlie,Perth,Kalgoorlie - Perth,506,618
2017-Jul,Karratha,Perth,Karratha - Perth,644,787
2017-Jul,Launceston,Melbourne,Launceston - Melbourne,110,134
2017-Jul,Launceston,Sydney,Launceston - Sydney,188,230
2017-Jul,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,318,389
2017-Jul,Sunshine Coast,Sydney,Sunshine Coast - Sydney,148,181
2017-Jul,Melbourne,Gold Coast,Melbourne - Gold Coast,178,218
2017-Jul,Melbourne,Mildura,Melbourne - Mildura,230,281
2017-Jul,Melbourne,Perth,Melbourne - Perth,318,389
2017-Jul,Melbourne,Sydney,Melbourne - Sydney,138,169
2017-Jul,Melbourne,Newcastle,Melbourne - Newcastle,130,159
2017-Jul,Paraburdoo,Perth,Paraburdoo - Perth,644,787
2017-Jul,Perth,Newman,Perth - Newman,624,762
2017-Jul,Perth,Port Hedland,Perth - Port Hedland,720,880
2017-Jul,Perth,Sydney,Perth - Sydney,338,413
2017-Jul,Port Macquarie,Sydney,Port Macquarie - Sydney,237,290
2017-Jul,Sydney,Tamworth,Sydney - Tamworth,240,293
2017-Jul,Sydney,Townsville,Sydney - Townsville,318,389
2017-Jul,Sydney,Wagga Wagga,Sydney - Wagga Wagga,300,366
2017-Jul,Newcastle,Gold Coast,Newcastle - Gold Coast,184,225
2017-Jan,Adelaide,Brisbane,Adelaide - Brisbane,180,222
2017-Jan,Adelaide,Canberra,Adelaide - Canberra,460,567
2017-Jan,Adelaide,Darwin,Adelaide - Darwin,340,419
2017-Jan,Adelaide,Gold Coast,Adelaide - Gold Coast,268,330
2017-Jan,Adelaide,Melbourne,Adelaide - Melbourne,114,140
2017-Jan,Adelaide,Perth,Adelaide - Perth,348,429
2017-Jan,Adelaide,Port Lincoln,Adelaide - Port Lincoln,263,325
2017-Jan,Adelaide,Sydney,Adelaide - Sydney,130,160
2017-Jan,Albury,Sydney,Albury - Sydney,258,318
2017-Jan,Alice Springs,Darwin,Alice Springs - Darwin,574,707
2017-Jan,Armidale,Sydney,Armidale - Sydney,265,327
2017-Jan,Avalon,Sydney,Avalon - Sydney,118,145
2017-Jan,Ayers Rock,Sydney,Ayers Rock - Sydney,398,490
2017-Jan,Ballina,Sydney,Ballina - Sydney,150,185
2017-Jan,Brisbane,Cairns,Brisbane - Cairns,178,219
2017-Jan,Brisbane,Canberra,Brisbane - Canberra,344,424
2017-Jan,Brisbane,Darwin,Brisbane - Darwin,224,276
2017-Jan,Brisbane,Emerald,Brisbane - Emerald,292,360
2017-Jan,Brisbane,Gladstone,Brisbane - Gladstone,252,310
2017-Jan,Brisbane,Hamilton Island,Brisbane - Hamilton Island,264,325
2017-Jan,Brisbane,Hobart,Brisbane - Hobart,340,419
2017-Jan,Brisbane,Mackay,Brisbane - Mackay,168,207
2017-Jan,Brisbane,Melbourne,Brisbane - Melbourne,178,219
2017-Jan,Brisbane,Moranbah,Brisbane - Moranbah,430,530
2017-Jan,Brisbane,Mount Isa,Brisbane - Mount Isa,698,860
2017-Jan,Brisbane,Perth,Brisbane - Perth,544,670
2017-Jan,Brisbane,Proserpine,Brisbane - Proserpine,204,251
2017-Jan,Brisbane,Rockhampton,Brisbane - Rockhampton,210,259
2017-Jan,Brisbane,Roma,Brisbane - Roma,495,610
2017-Jan,Brisbane,Sydney,Brisbane - Sydney,118,145
2017-Jan,Brisbane,Townsville,Brisbane - Townsville,208,256
2017-Jan,Brisbane,Newcastle,Brisbane - Newcastle,118,145
2017-Jan,Broome,Perth,Broome - Perth,458,564
2017-Jan,Bundaberg,Brisbane,Bundaberg - Brisbane,238,293
2017-Jan,Cairns,Gold Coast,Cairns - Gold Coast,234,288
2017-Jan,Cairns,Melbourne,Cairns - Melbourne,270,333
2017-Jan,Cairns,Sydney,Cairns - Sydney,258,318
2017-Jan,Cairns,Townsville,Cairns - Townsville,266,328
2017-Jan,Canberra,Melbourne,Canberra - Melbourne,294,362
2017-Jan,Canberra,Sydney,Canberra - Sydney,290,357
2017-Jan,Coffs Harbour,Sydney,Coffs Harbour - Sydney,114,140
2017-Jan,Darwin,Melbourne,Darwin - Melbourne,328,404
2017-Jan,Darwin,Perth,Darwin - Perth,504,621
2017-Jan,Darwin,Sydney,Darwin - Sydney,350,431
2017-Jan,Devonport,Melbourne,Devonport - Melbourne,300,370
2017-Jan,Dubbo,Sydney,Dubbo - Sydney,300,370
2017-Jan,Gold Coast,Sydney,Gold Coast - Sydney,140,172
2017-Jan,Hamilton Island,Sydney,Hamilton Island - Sydney,404,498
2017-Jan,Hobart,Melbourne,Hobart - Melbourne,154,190
2017-Jan,Hobart,Sydney,Hobart - Sydney,314,387
2017-Jan,Kalgoorlie,Perth,Kalgoorlie - Perth,450,554
2017-Jan,Karratha,Perth,Karratha - Perth,548,675
2017-Jan,Launceston,Melbourne,Launceston - Melbourne,100,123
