yyyy-mm,departure_port,arrival_port,route,nonimal_fare_(AUD),real_fare_(AUD)
2017-Jan,Launceston,Sydney,Launceston - Sydney,198,244
2017-Jan,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,338,416
2017-Jan,Sunshine Coast,Sydney,Sunshine Coast - Sydney,188,232
2017-Jan,Melbourne,Gold Coast,Melbourne - Gold Coast,188,232
2017-Jan,Melbourne,Mildura,Melbourne - Mildura,250,308
2017-Jan,Melbourne,Perth,Melbourne - Perth,338,416
2017-Jan,Melbourne,Sydney,Melbourne - Sydney,128,158
2017-Jan,Melbourne,Newcastle,Melbourne - Newcastle,150,185
2017-Jan,Paraburdoo,Perth,Paraburdoo - Perth,644,793
2017-Jan,Perth,Newman,Perth - Newman,610,751
2017-Jan,Perth,Port Hedland,Perth - Port Hedland,707,871
2017-Jan,Perth,Sydney,Perth - Sydney,378,466
2017-Jan,Port Macquarie,Sydney,Port Macquarie - Sydney,238,293
2017-Jan,Sydney,Tamworth,Sydney - Tamworth,219,270
2017-Jan,Sydney,Townsville,Sydney - Townsville,309,381
2017-Jan,Sydney,Wagga Wagga,Sydney - Wagga Wagga,297,366
2017-Jan,Newcastle,Gold Coast,Newcastle - Gold Coast,130,160
2017-Feb,Adelaide,Brisbane,Adelaide - Brisbane,170,209
2017-Feb,Adelaide,Canberra,Adelaide - Canberra,460,567
2017-Feb,Adelaide,Darwin,Adelaide - Darwin,384,473
2017-Feb,Adelaide,Gold Coast,Adelaide - Gold Coast,274,338
2017-Feb,Adelaide,Melbourne,Adelaide - Melbourne,124,153
2017-Feb,Adelaide,Perth,Adelaide - Perth,308,379
2017-Feb,Adelaide,Port Lincoln,Adelaide - Port Lincoln,263,325
2017-Feb,Adelaide,Sydney,Adelaide - Sydney,158,195
2017-Feb,Albury,Sydney,Albury - Sydney,238,293
2017-Feb,Alice Springs,Darwin,Alice Springs - Darwin,630,776
2017-Feb,Armidale,Sydney,Armidale - Sydney,265,327
2017-Feb,Avalon,Sydney,Avalon - Sydney,98,121
2017-Feb,Ayers Rock,Sydney,Ayers Rock - Sydney,414,510
2017-Feb,Ballina,Sydney,Ballina - Sydney,180,222
2017-Feb,Brisbane,Cairns,Brisbane - Cairns,208,256
2017-Feb,Brisbane,Canberra,Brisbane - Canberra,390,480
2017-Feb,Brisbane,Darwin,Brisbane - Darwin,228,281
2017-Feb,Brisbane,Emerald,Brisbane - Emerald,292,360
2017-Feb,Brisbane,Gladstone,Brisbane - Gladstone,252,310
2017-Feb,Brisbane,Hamilton Island,Brisbane - Hamilton Island,264,325
2017-Feb,Brisbane,Hobart,Brisbane - Hobart,349,430
2017-Feb,Brisbane,Mackay,Brisbane - Mackay,174,214
2017-Feb,Brisbane,Melbourne,Brisbane - Melbourne,158,195
2017-Feb,Brisbane,Moranbah,Brisbane - Moranbah,430,530
2017-Feb,Brisbane,Mount Isa,Brisbane - Mount Isa,698,860
2017-Feb,Brisbane,Perth,Brisbane - Perth,498,613
2017-Feb,Brisbane,Proserpine,Brisbane - Proserpine,170,209
2017-Feb,Brisbane,Rockhampton,Brisbane - Rockhampton,222,273
2017-Feb,Brisbane,Roma,Brisbane - Roma,515,634
2017-Feb,Brisbane,Sydney,Brisbane - Sydney,114,140
2017-Feb,Brisbane,Townsville,Brisbane - Townsville,298,367
2017-Feb,Brisbane,Newcastle,Brisbane - Newcastle,118,145
2017-Feb,Broome,Perth,Broome - Perth,518,638
2017-Feb,Bundaberg,Brisbane,Bundaberg - Brisbane,238,293
2017-Feb,Cairns,Gold Coast,Cairns - Gold Coast,264,325
2017-Feb,Cairns,Melbourne,Cairns - Melbourne,294,362
2017-Feb,Cairns,Sydney,Cairns - Sydney,250,308
2017-Feb,Cairns,Townsville,Cairns - Townsville,266,328
2017-Feb,Canberra,Melbourne,Canberra - Melbourne,350,431
2017-Feb,Canberra,Sydney,Canberra - Sydney,290,357
2017-Feb,Coffs Harbour,Sydney,Coffs Harbour - Sydney,140,172
2017-Feb,Darwin,Melbourne,Darwin - Melbourne,513,632
2017-Feb,Darwin,Perth,Darwin - Perth,563,693
2017-Feb,Darwin,Sydney,Darwin - Sydney,409,504
2017-Feb,Devonport,Melbourne,Devonport - Melbourne,290,357
2017-Feb,Dubbo,Sydney,Dubbo - Sydney,300,370
2017-Feb,Gold Coast,Sydney,Gold Coast - Sydney,100,123
2017-Feb,Hamilton Island,Sydney,Hamilton Island - Sydney,314,387
2017-Feb,Hobart,Melbourne,Hobart - Melbourne,128,158
2017-Feb,Hobart,Sydney,Hobart - Sydney,230,283
2017-Feb,Kalgoorlie,Perth,Kalgoorlie - Perth,544,670
2017-Feb,Karratha,Perth,Karratha - Perth,638,786
2017-Feb,Launceston,Melbourne,Launceston - Melbourne,104,128
2017-Feb,Launceston,Sydney,Launceston - Sydney,307,378
2017-Feb,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,408,503
2017-Feb,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,219
2017-Feb,Melbourne,Gold Coast,Melbourne - Gold Coast,148,182
2017-Feb,Melbourne,Mildura,Melbourne - Mildura,240,296
2017-Feb,Melbourne,Perth,Melbourne - Perth,348,429
2017-Feb,Melbourne,Sydney,Melbourne - Sydney,138,170
2017-Feb,Melbourne,Newcastle,Melbourne - Newcastle,140,172
2017-Feb,Paraburdoo,Perth,Paraburdoo - Perth,644,793
2017-Feb,Perth,Newman,Perth - Newman,610,751
2017-Feb,Perth,Port Hedland,Perth - Port Hedland,707,871
2017-Feb,Perth,Sydney,Perth - Sydney,348,429
2017-Feb,Port Macquarie,Sydney,Port Macquarie - Sydney,238,293
2017-Feb,Sydney,Tamworth,Sydney - Tamworth,219,270
2017-Feb,Sydney,Townsville,Sydney - Townsville,378,466
2017-Feb,Sydney,Wagga Wagga,Sydney - Wagga Wagga,297,366
2017-Feb,Newcastle,Gold Coast,Newcastle - Gold Coast,130,160
2017-Dec,Adelaide,Alice Springs,Adelaide - Alice Springs,484,588
2017-Dec,Adelaide,Brisbane,Adelaide - Brisbane,378,459
2017-Dec,Adelaide,Canberra,Adelaide - Canberra,520,631
2017-Dec,Adelaide,Darwin,Adelaide - Darwin,418,508
2017-Dec,Adelaide,Gold Coast,Adelaide - Gold Coast,454,551
2017-Dec,Adelaide,Melbourne,Adelaide - Melbourne,134,163
2017-Dec,Adelaide,Perth,Adelaide - Perth,528,641
2017-Dec,Adelaide,Port Lincoln,Adelaide - Port Lincoln,266,323
2017-Dec,Adelaide,Sydney,Adelaide - Sydney,408,495
2017-Dec,Albury,Sydney,Albury - Sydney,287,348
2017-Dec,Armidale,Sydney,Armidale - Sydney,304,369
2017-Dec,Avalon,Sydney,Avalon - Sydney,268,325
2017-Dec,Ayers Rock,Sydney,Ayers Rock - Sydney,662,804
2017-Dec,Ballina,Sydney,Ballina - Sydney,250,304
2017-Dec,Brisbane,Cairns,Brisbane - Cairns,274,333
2017-Dec,Brisbane,Canberra,Brisbane - Canberra,432,525
2017-Dec,Brisbane,Darwin,Brisbane - Darwin,318,386
2017-Dec,Brisbane,Emerald,Brisbane - Emerald,346,420
2017-Dec,Brisbane,Gladstone,Brisbane - Gladstone,278,338
2017-Dec,Brisbane,Hamilton Island,Brisbane - Hamilton Island,578,702
2017-Dec,Brisbane,Hobart,Brisbane - Hobart,523,635
2017-Dec,Brisbane,Mackay,Brisbane - Mackay,198,240
2017-Dec,Brisbane,Melbourne,Brisbane - Melbourne,178,216
2017-Dec,Brisbane,Moranbah,Brisbane - Moranbah,707,858
2017-Dec,Brisbane,Mount Isa,Brisbane - Mount Isa,797,968
2017-Dec,Brisbane,Perth,Brisbane - Perth,680,826
2017-Dec,Brisbane,Proserpine,Brisbane - Proserpine,270,328
2017-Dec,Brisbane,Rockhampton,Brisbane - Rockhampton,291,353
2017-Dec,Brisbane,Sydney,Brisbane - Sydney,184,223
2017-Dec,Brisbane,Townsville,Brisbane - Townsville,258,313
2017-Dec,Brisbane,Newcastle,Brisbane - Newcastle,124,151
2017-Dec,Broome,Perth,Broome - Perth,492,597
2017-Dec,Bundaberg,Brisbane,Bundaberg - Brisbane,256,311
2017-Dec,Cairns,Gold Coast,Cairns - Gold Coast,374,454
2017-Dec,Cairns,Melbourne,Cairns - Melbourne,408,495
2017-Dec,Cairns,Sydney,Cairns - Sydney,408,495
2017-Dec,Cairns,Townsville,Cairns - Townsville,278,338
2017-Dec,Canberra,Melbourne,Canberra - Melbourne,326,396
2017-Dec,Canberra,Sydney,Canberra - Sydney,304,369
2017-Dec,Coffs Harbour,Sydney,Coffs Harbour - Sydney,150,182
2017-Dec,Darwin,Melbourne,Darwin - Melbourne,698,847
2017-Dec,Darwin,Perth,Darwin - Perth,764,928
2017-Dec,Darwin,Sydney,Darwin - Sydney,408,495
2017-Dec,Devonport,Melbourne,Devonport - Melbourne,318,386
2017-Dec,Dubbo,Sydney,Dubbo - Sydney,362,440
2017-Dec,Geraldton,Perth,Geraldton - Perth,378,459
2017-Dec,Gold Coast,Sydney,Gold Coast - Sydney,168,204
2017-Dec,Hamilton Island,Sydney,Hamilton Island - Sydney,378,459
2017-Dec,Hobart,Melbourne,Hobart - Melbourne,140,170
2017-Dec,Hobart,Sydney,Hobart - Sydney,378,459
2017-Dec,Kalgoorlie,Perth,Kalgoorlie - Perth,478,580
2017-Dec,Karratha,Perth,Karratha - Perth,683,829
2017-Dec,Launceston,Melbourne,Launceston - Melbourne,128,155
2017-Dec,Launceston,Sydney,Launceston - Sydney,268,325
2017-Dec,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,290,352
2017-Dec,Sunshine Coast,Sydney,Sunshine Coast - Sydney,238,289
2017-Dec,Melbourne,Gold Coast,Melbourne - Gold Coast,374,454
2017-Dec,Melbourne,Mildura,Melbourne - Mildura,253,307
2017-Dec,Melbourne,Perth,Melbourne - Perth,498,605
2017-Dec,Melbourne,Sydney,Melbourne - Sydney,288,350
2017-Dec,Melbourne,Newcastle,Melbourne - Newcastle,218,265
2017-Dec,Paraburdoo,Perth,Paraburdoo - Perth,705,856
2017-Dec,Perth,Newman,Perth - Newman,630,765
2017-Dec,Perth,Port Hedland,Perth - Port Hedland,680,826
2017-Dec,Perth,Sydney,Perth - Sydney,658,799
2017-Dec,Port Macquarie,Sydney,Port Macquarie - Sydney,281,341
2017-Dec,Sydney,Tamworth,Sydney - Tamworth,258,313
2017-Dec,Sydney,Townsville,Sydney - Townsville,398,483
2017-Dec,Sydney,Wagga Wagga,Sydney - Wagga Wagga,308,374
2017-Dec,Newcastle,Gold Coast,Newcastle - Gold Coast,224,272
2017-Aug,Adelaide,Alice Springs,Adelaide - Alice Springs,444,542
2017-Aug,Adelaide,Brisbane,Adelaide - Brisbane,214,261
2017-Aug,Adelaide,Canberra,Adelaide - Canberra,478,584
2017-Aug,Adelaide,Darwin,Adelaide - Darwin,380,464
2017-Aug,Adelaide,Gold Coast,Adelaide - Gold Coast,300,367
2017-Aug,Adelaide,Melbourne,Adelaide - Melbourne,90,110
2017-Aug,Adelaide,Perth,Adelaide - Perth,308,376
2017-Aug,Adelaide,Port Lincoln,Adelaide - Port Lincoln,266,325
2017-Aug,Adelaide,Sydney,Adelaide - Sydney,118,144
2017-Aug,Albury,Sydney,Albury - Sydney,251,307
2017-Aug,Armidale,Sydney,Armidale - Sydney,276,338
2017-Aug,Avalon,Sydney,Avalon - Sydney,98,120
2017-Aug,Ayers Rock,Sydney,Ayers Rock - Sydney,498,608
2017-Aug,Ballina,Sydney,Ballina - Sydney,120,147
2017-Aug,Brisbane,Cairns,Brisbane - Cairns,238,291
2017-Aug,Brisbane,Canberra,Brisbane - Canberra,396,484
2017-Aug,Brisbane,Darwin,Brisbane - Darwin,248,303
2017-Aug,Brisbane,Emerald,Brisbane - Emerald,341,417
2017-Aug,Brisbane,Gladstone,Brisbane - Gladstone,270,330
2017-Aug,Brisbane,Hamilton Island,Brisbane - Hamilton Island,277,338
2017-Aug,Brisbane,Hobart,Brisbane - Hobart,332,406
2017-Aug,Brisbane,Mackay,Brisbane - Mackay,194,237
2017-Aug,Brisbane,Melbourne,Brisbane - Melbourne,130,159
2017-Aug,Brisbane,Moranbah,Brisbane - Moranbah,440,538
2017-Aug,Brisbane,Mount Isa,Brisbane - Mount Isa,805,984
2017-Aug,Brisbane,Perth,Brisbane - Perth,531,649
2017-Aug,Brisbane,Proserpine,Brisbane - Proserpine,194,237
2017-Aug,Brisbane,Rockhampton,Brisbane - Rockhampton,231,282
2017-Aug,Brisbane,Sydney,Brisbane - Sydney,90,110
2017-Aug,Brisbane,Townsville,Brisbane - Townsville,318,389
2017-Aug,Brisbane,Newcastle,Brisbane - Newcastle,118,144
2017-Aug,Broome,Perth,Broome - Perth,704,860
2017-Aug,Bundaberg,Brisbane,Bundaberg - Brisbane,250,305
2017-Aug,Cairns,Gold Coast,Cairns - Gold Coast,294,359
2017-Aug,Cairns,Melbourne,Cairns - Melbourne,398,486
2017-Aug,Cairns,Sydney,Cairns - Sydney,178,218
2017-Aug,Cairns,Townsville,Cairns - Townsville,279,341
2017-Aug,Canberra,Melbourne,Canberra - Melbourne,290,354
2017-Aug,Canberra,Sydney,Canberra - Sydney,238,291
2017-Aug,Coffs Harbour,Sydney,Coffs Harbour - Sydney,100,122
2017-Aug,Darwin,Melbourne,Darwin - Melbourne,498,608
2017-Aug,Darwin,Perth,Darwin - Perth,744,909
2017-Aug,Darwin,Sydney,Darwin - Sydney,368,450
2017-Aug,Devonport,Melbourne,Devonport - Melbourne,309,378
2017-Aug,Dubbo,Sydney,Dubbo - Sydney,302,369
2017-Aug,Geraldton,Perth,Geraldton - Perth,384,469
2017-Aug,Gold Coast,Sydney,Gold Coast - Sydney,78,95
2017-Aug,Hamilton Island,Sydney,Hamilton Island - Sydney,260,318
2017-Aug,Hobart,Melbourne,Hobart - Melbourne,104,127
2017-Aug,Hobart,Sydney,Hobart - Sydney,208,254
2017-Aug,Kalgoorlie,Perth,Kalgoorlie - Perth,507,619
2017-Aug,Karratha,Perth,Karratha - Perth,644,787
2017-Aug,Launceston,Melbourne,Launceston - Melbourne,118,144
2017-Aug,Launceston,Sydney,Launceston - Sydney,178,218
2017-Aug,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,410,501
2017-Aug,Sunshine Coast,Sydney,Sunshine Coast - Sydney,204,249
2017-Aug,Melbourne,Gold Coast,Melbourne - Gold Coast,130,159
2017-Aug,Melbourne,Mildura,Melbourne - Mildura,243,297
2017-Aug,Melbourne,Perth,Melbourne - Perth,308,376
2017-Aug,Melbourne,Sydney,Melbourne - Sydney,110,134
2017-Aug,Melbourne,Newcastle,Melbourne - Newcastle,120,147
2017-Aug,Paraburdoo,Perth,Paraburdoo - Perth,675,825
2017-Aug,Perth,Newman,Perth - Newman,624,762
2017-Aug,Perth,Port Hedland,Perth - Port Hedland,720,880
2017-Aug,Perth,Sydney,Perth - Sydney,258,315
2017-Aug,Port Macquarie,Sydney,Port Macquarie - Sydney,237,290
2017-Aug,Sydney,Tamworth,Sydney - Tamworth,250,305
2017-Aug,Sydney,Townsville,Sydney - Townsville,318,389
2017-Aug,Sydney,Wagga Wagga,Sydney - Wagga Wagga,304,371
2017-Aug,Newcastle,Gold Coast,Newcastle - Gold Coast,234,286
2017-Apr,Adelaide,Alice Springs,Adelaide - Alice Springs,538,661
2017-Apr,Adelaide,Brisbane,Adelaide - Brisbane,180,221
2017-Apr,Adelaide,Canberra,Adelaide - Canberra,473,582
2017-Apr,Adelaide,Darwin,Adelaide - Darwin,330,406
2017-Apr,Adelaide,Gold Coast,Adelaide - Gold Coast,284,349
2017-Apr,Adelaide,Melbourne,Adelaide - Melbourne,98,121
2017-Apr,Adelaide,Perth,Adelaide - Perth,318,391
2017-Apr,Adelaide,Port Lincoln,Adelaide - Port Lincoln,263,324
2017-Apr,Adelaide,Sydney,Adelaide - Sydney,134,165
2017-Apr,Albury,Sydney,Albury - Sydney,248,305
2017-Apr,Armidale,Sydney,Armidale - Sydney,265,326
2017-Apr,Avalon,Sydney,Avalon - Sydney,108,133
2017-Apr,Ayers Rock,Sydney,Ayers Rock - Sydney,408,502
2017-Apr,Ballina,Sydney,Ballina - Sydney,150,184
2017-Apr,Brisbane,Cairns,Brisbane - Cairns,208,256
2017-Apr,Brisbane,Canberra,Brisbane - Canberra,450,553
2017-Apr,Brisbane,Darwin,Brisbane - Darwin,248,305
2017-Apr,Brisbane,Emerald,Brisbane - Emerald,306,376
2017-Apr,Brisbane,Gladstone,Brisbane - Gladstone,260,320
2017-Apr,Brisbane,Hamilton Island,Brisbane - Hamilton Island,250,307
2017-Apr,Brisbane,Hobart,Brisbane - Hobart,334,411
2017-Apr,Brisbane,Mackay,Brisbane - Mackay,148,182
2017-Apr,Brisbane,Melbourne,Brisbane - Melbourne,168,207
2017-Apr,Brisbane,Moranbah,Brisbane - Moranbah,434,534
2017-Apr,Brisbane,Mount Isa,Brisbane - Mount Isa,729,896
2017-Apr,Brisbane,Perth,Brisbane - Perth,598,735
2017-Apr,Brisbane,Proserpine,Brisbane - Proserpine,150,184
2017-Apr,Brisbane,Rockhampton,Brisbane - Rockhampton,226,278
2017-Apr,Brisbane,Sydney,Brisbane - Sydney,120,148
2017-Apr,Brisbane,Townsville,Brisbane - Townsville,294,362
2017-Apr,Brisbane,Newcastle,Brisbane - Newcastle,114,140
2017-Apr,Broome,Perth,Broome - Perth,608,748
2017-Apr,Bundaberg,Brisbane,Bundaberg - Brisbane,238,293
2017-Apr,Cairns,Gold Coast,Cairns - Gold Coast,300,369
2017-Apr,Cairns,Melbourne,Cairns - Melbourne,304,374
2017-Apr,Cairns,Sydney,Cairns - Sydney,298,366
2017-Apr,Cairns,Townsville,Cairns - Townsville,272,334
2017-Apr,Canberra,Melbourne,Canberra - Melbourne,350,430
2017-Apr,Canberra,Sydney,Canberra - Sydney,250,307
2017-Apr,Coffs Harbour,Sydney,Coffs Harbour - Sydney,150,184
2017-Apr,Darwin,Melbourne,Darwin - Melbourne,478,588
2017-Apr,Darwin,Perth,Darwin - Perth,638,784
2017-Apr,Darwin,Sydney,Darwin - Sydney,324,398
2017-Apr,Devonport,Melbourne,Devonport - Melbourne,330,406
2017-Apr,Dubbo,Sydney,Dubbo - Sydney,300,369
2017-Apr,Geraldton,Perth,Geraldton - Perth,258,317
2017-Apr,Gold Coast,Sydney,Gold Coast - Sydney,94,116
2017-Apr,Hamilton Island,Sydney,Hamilton Island - Sydney,270,332
2017-Apr,Hobart,Melbourne,Hobart - Melbourne,94,116
2017-Apr,Hobart,Sydney,Hobart - Sydney,190,234
2017-Apr,Kalgoorlie,Perth,Kalgoorlie - Perth,544,669
2017-Apr,Karratha,Perth,Karratha - Perth,638,784
2017-Apr,Launceston,Melbourne,Launceston - Melbourne,118,145
2017-Apr,Launceston,Sydney,Launceston - Sydney,188,231
2017-Apr,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,298,366
2017-Apr,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,243
2017-Apr,Melbourne,Gold Coast,Melbourne - Gold Coast,158,194
2017-Apr,Melbourne,Mildura,Melbourne - Mildura,240,295
2017-Apr,Melbourne,Perth,Melbourne - Perth,408,502
2017-Apr,Melbourne,Sydney,Melbourne - Sydney,138,170
2017-Apr,Melbourne,Newcastle,Melbourne - Newcastle,130,160
2017-Apr,Paraburdoo,Perth,Paraburdoo - Perth,644,792
2017-Apr,Perth,Newman,Perth - Newman,618,760
2017-Apr,Perth,Port Hedland,Perth - Port Hedland,764,939
2017-Apr,Perth,Sydney,Perth - Sydney,304,374
2017-Apr,Port Macquarie,Sydney,Port Macquarie - Sydney,258,317
2017-Apr,Sydney,Tamworth,Sydney - Tamworth,231,284
2017-Apr,Sydney,Townsville,Sydney - Townsville,310,381
2017-Apr,Sydney,Wagga Wagga,Sydney - Wagga Wagga,297,365
2017-Apr,Newcastle,Gold Coast,Newcastle - Gold Coast,140,172
2016-Sep,Adelaide,Brisbane,Adelaide - Brisbane,280,348
2016-Sep,Adelaide,Canberra,Adelaide - Canberra,460,572
2016-Sep,Adelaide,Darwin,Adelaide - Darwin,464,577
2016-Sep,Adelaide,Gold Coast,Adelaide - Gold Coast,474,590
2016-Sep,Adelaide,Melbourne,Adelaide - Melbourne,164,204
2016-Sep,Adelaide,Perth,Adelaide - Perth,438,545
2016-Sep,Adelaide,Port Lincoln,Adelaide - Port Lincoln,255,317
2016-Sep,Adelaide,Sydney,Adelaide - Sydney,204,254
2016-Sep,Albury,Sydney,Albury - Sydney,258,321
2016-Sep,Alice Springs,Darwin,Alice Springs - Darwin,564,702
2016-Sep,Armidale,Sydney,Armidale - Sydney,248,308
2016-Sep,Avalon,Sydney,Avalon - Sydney,128,159
2016-Sep,Ayers Rock,Sydney,Ayers Rock - Sydney,670,834
2016-Sep,Ballina,Sydney,Ballina - Sydney,174,217
2016-Sep,Brisbane,Cairns,Brisbane - Cairns,254,316
2016-Sep,Brisbane,Canberra,Brisbane - Canberra,438,545
2016-Sep,Brisbane,Darwin,Brisbane - Darwin,238,296
2016-Sep,Brisbane,Emerald,Brisbane - Emerald,292,363
2016-Sep,Brisbane,Gladstone,Brisbane - Gladstone,252,314
2016-Sep,Brisbane,Hamilton Island,Brisbane - Hamilton Island,334,416
2016-Sep,Brisbane,Hobart,Brisbane - Hobart,338,421
2016-Sep,Brisbane,Mackay,Brisbane - Mackay,228,284
2016-Sep,Brisbane,Melbourne,Brisbane - Melbourne,284,353
2016-Sep,Brisbane,Moranbah,Brisbane - Moranbah,430,535
2016-Sep,Brisbane,Mount Isa,Brisbane - Mount Isa,698,868
2016-Sep,Brisbane,Perth,Brisbane - Perth,548,682
2016-Sep,Brisbane,Proserpine,Brisbane - Proserpine,298,371
2016-Sep,Brisbane,Rockhampton,Brisbane - Rockhampton,230,286
2016-Sep,Brisbane,Roma,Brisbane - Roma,410,510
2016-Sep,Brisbane,Sydney,Brisbane - Sydney,144,179
2016-Sep,Brisbane,Townsville,Brisbane - Townsville,298,371
2016-Sep,Brisbane,Newcastle,Brisbane - Newcastle,138,172
2016-Sep,Broome,Perth,Broome - Perth,578,719
2016-Sep,Bundaberg,Brisbane,Bundaberg - Brisbane,238,296
2016-Sep,Cairns,Gold Coast,Cairns - Gold Coast,310,386
2016-Sep,Cairns,Melbourne,Cairns - Melbourne,554,689
2016-Sep,Cairns,Sydney,Cairns - Sydney,348,433
2016-Sep,Cairns,Townsville,Cairns - Townsville,262,326
2016-Sep,Canberra,Melbourne,Canberra - Melbourne,350,435
2016-Sep,Canberra,Sydney,Canberra - Sydney,290,361
2016-Sep,Coffs Harbour,Sydney,Coffs Harbour - Sydney,110,137
2016-Sep,Darwin,Melbourne,Darwin - Melbourne,633,788
2016-Sep,Darwin,Perth,Darwin - Perth,668,831
2016-Sep,Darwin,Sydney,Darwin - Sydney,488,607
2016-Sep,Devonport,Melbourne,Devonport - Melbourne,315,392
2016-Sep,Dubbo,Sydney,Dubbo - Sydney,298,371
2016-Sep,Gold Coast,Sydney,Gold Coast - Sydney,160,199
2016-Sep,Hamilton Island,Sydney,Hamilton Island - Sydney,444,552
2016-Sep,Hobart,Melbourne,Hobart - Melbourne,184,229
2016-Sep,Hobart,Sydney,Hobart - Sydney,238,296
2016-Sep,Kalgoorlie,Perth,Kalgoorlie - Perth,474,590
2016-Sep,Karratha,Perth,Karratha - Perth,638,794
2016-Sep,Launceston,Melbourne,Launceston - Melbourne,148,184
2016-Sep,Launceston,Sydney,Launceston - Sydney,248,309
2016-Sep,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,448,557
2016-Sep,Sunshine Coast,Sydney,Sunshine Coast - Sydney,214,266
2016-Sep,Melbourne,Gold Coast,Melbourne - Gold Coast,184,229
2016-Sep,Melbourne,Mildura,Melbourne - Mildura,250,311
2016-Sep,Melbourne,Perth,Melbourne - Perth,340,423
2016-Sep,Melbourne,Sydney,Melbourne - Sydney,168,209
2016-Sep,Melbourne,Newcastle,Melbourne - Newcastle,170,212
2016-Sep,Paraburdoo,Perth,Paraburdoo - Perth,640,796
2016-Sep,Perth,Newman,Perth - Newman,598,744
2016-Sep,Perth,Port Hedland,Perth - Port Hedland,638,794
2016-Sep,Perth,Sydney,Perth - Sydney,478,595
2016-Sep,Port Macquarie,Sydney,Port Macquarie - Sydney,258,321
2016-Sep,Sydney,Tamworth,Sydney - Tamworth,199,248
2016-Sep,Sydney,Townsville,Sydney - Townsville,428,533
2016-Sep,Sydney,Wagga Wagga,Sydney - Wagga Wagga,290,361
2016-Sep,Newcastle,Gold Coast,Newcastle - Gold Coast,184,229
2016-Oct,Adelaide,Brisbane,Adelaide - Brisbane,190,235
2016-Oct,Adelaide,Canberra,Adelaide - Canberra,438,542
2016-Oct,Adelaide,Darwin,Adelaide - Darwin,370,458
2016-Oct,Adelaide,Gold Coast,Adelaide - Gold Coast,324,401
2016-Oct,Adelaide,Melbourne,Adelaide - Melbourne,104,129
2016-Oct,Adelaide,Perth,Adelaide - Perth,348,431
2016-Oct,Adelaide,Port Lincoln,Adelaide - Port Lincoln,257,318
2016-Oct,Adelaide,Sydney,Adelaide - Sydney,168,208
2016-Oct,Albury,Sydney,Albury - Sydney,258,319
2016-Oct,Alice Springs,Darwin,Alice Springs - Darwin,564,698
2016-Oct,Armidale,Sydney,Armidale - Sydney,250,309
2016-Oct,Avalon,Sydney,Avalon - Sydney,98,121
2016-Oct,Ayers Rock,Sydney,Ayers Rock - Sydney,564,698
2016-Oct,Ballina,Sydney,Ballina - Sydney,214,265
2016-Oct,Brisbane,Cairns,Brisbane - Cairns,218,270
2016-Oct,Brisbane,Canberra,Brisbane - Canberra,414,512
2016-Oct,Brisbane,Darwin,Brisbane - Darwin,228,282
2016-Oct,Brisbane,Emerald,Brisbane - Emerald,292,361
2016-Oct,Brisbane,Gladstone,Brisbane - Gladstone,252,312
2016-Oct,Brisbane,Hamilton Island,Brisbane - Hamilton Island,550,681
2016-Oct,Brisbane,Hobart,Brisbane - Hobart,324,401
2016-Oct,Brisbane,Mackay,Brisbane - Mackay,158,196
2016-Oct,Brisbane,Melbourne,Brisbane - Melbourne,198,245
2016-Oct,Brisbane,Moranbah,Brisbane - Moranbah,430,532
2016-Oct,Brisbane,Mount Isa,Brisbane - Mount Isa,698,864
2016-Oct,Brisbane,Perth,Brisbane - Perth,578,715
2016-Oct,Brisbane,Proserpine,Brisbane - Proserpine,224,277
